公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
胜利精密,2016-12-31,8.92亿,1.19亿,3.10亿,4.63亿,135亿
恒立液压,2018-12-31,2.98亿,-3016万,1.15亿,2.13亿,42.1亿
恒立液压,2017-12-31,3.43亿,8463万,9647万,1.62亿,28.0亿
恒立液压,2016-12-31,2.39亿,-2984万,6894万,2.00亿,13.7亿
国茂股份,2018-12-31,1.34亿,-408万,1.05亿,3255万,17.7亿
国茂股份,2017-12-31,1.23亿,-85.4万,9326万,3055万,14.8亿
国茂股份,2016-12-31,1.16亿,-118万,7737万,3943万,11.5亿
亚翔集成,2018-12-31,7344万,-658万,348万,7654万,22.6亿
亚翔集成,2017-12-31,5911万,-568万,285万,6193万,17.8亿
亚翔集成,2016-12-31,7077万,-569万,298万,7348万,21.4亿
梦百合,2018-12-31,5.65亿,350万,4.01亿,1.60亿,30.5亿
梦百合,2017-12-31,4.36亿,3513万,2.82亿,1.18亿,23.4亿
梦百合,2016-12-31,3.32亿,-791万,1.93亿,1.47亿,17.2亿
亚玛顿,2018-12-31,1.87亿,8557万,4234万,5908万,15.3亿
亚玛顿,2017-12-31,1.82亿,6902万,4842万,6420万,16.1亿
亚玛顿,2016-12-31,1.83亿,2664万,3947万,1.17亿,14.0亿
新莱应材,2018-12-31,1.86亿,2722万,9028万,6819万,11.7亿
新莱应材,2017-12-31,1.11亿,1149万,4388万,5552万,6.38亿
新莱应材,2016-12-31,1.04亿,834万,3706万,5851万,4.90亿
*ST康得,2018-12-31,14.2亿,4.47亿,4.19亿,5.57亿,91.5亿
*ST康得,2017-12-31,13.8亿,5.53亿,3.36亿,4.94亿,118亿
*ST康得,2016-12-31,12.5亿,2.30亿,2.40亿,7.76亿,92.3亿
新宏泰,2018-12-31,6390万,-345万,1908万,4826万,4.16亿
新宏泰,2017-12-31,6602万,-184万,1751万,5035万,3.79亿
新宏泰,2016-12-31,8354万,-272万,1790万,6836万,3.77亿
宝通科技,2018-12-31,8.13亿,952万,6.89亿,1.15亿,21.7亿
宝通科技,2017-12-31,5.50亿,162万,4.56亿,9289万,15.8亿
宝通科技,2016-12-31,5.41亿,-366万,4.51亿,9281万,14.6亿
信捷电气,2018-12-31,5323万,131万,3293万,1899万,5.90亿
信捷电气,2017-12-31,4120万,-105万,2739万,1485万,4.84亿
信捷电气,2016-12-31,5692万,-161万,1938万,3914万,3.53亿
美年健康,2018-12-31,28.5亿,2.46亿,20.3亿,5.78亿,84.6亿
美年健康,2017-12-31,21.2亿,1.11亿,15.3亿,4.76亿,62.8亿
美年健康,2016-12-31,13.5亿,4714万,9.30亿,3.76亿,43.1亿
远大控股,2018-12-31,8.07亿,1.19亿,4.87亿,2.02亿,660亿
远大控股,2017-12-31,9.70亿,8795万,6.66亿,2.16亿,1015亿
远大控股,2016-12-31,14.9亿,3.32亿,9.81亿,1.81亿,758亿
高科石化,2018-12-31,3659万,530万,1778万,1351万,6.89亿
高科石化,2017-12-31,3111万,364万,1631万,1116万,5.75亿
高科石化,2016-12-31,4956万,492万,1546万,2919万,5.53亿
常熟银行,2018-12-31,--,--,--,--,58.2亿
常熟银行,2017-12-31,--,--,--,--,50.0亿
常熟银行,2016-12-31,--,--,--,--,44.8亿
紫天科技,2018-12-31,7729万,81.0万,2816万,4833万,6.69亿
紫天科技,2017-12-31,7197万,257万,2130万,4810万,3.62亿
紫天科技,2016-12-31,7021万,237万,1788万,4996万,2.55亿
碳元科技,2018-12-31,4133万,-516万,1717万,2932万,5.42亿
碳元科技,2017-12-31,4461万,347万,1672万,2442万,5.00亿
碳元科技,2016-12-31,4684万,-498万,1397万,3785万,4.66亿
金智科技,2018-12-31,3.04亿,7738万,1.14亿,1.13亿,16.8亿
金智科技,2017-12-31,2.88亿,5551万,1.29亿,1.03亿,23.1亿
金智科技,2016-12-31,3.96亿,5209万,1.17亿,2.27亿,18.7亿
*ST中科,2018-12-31,1.08亿,1977万,4903万,3950万,17.3亿
*ST中科,2017-12-31,9739万,1481万,3871万,4387万,14.3亿
*ST中科,2016-12-31,1.06亿,25.0万,3244万,7352万,10.5亿
八方股份,2018-12-31,6510万,61.6万,4160万,2289万,9.42亿
八方股份,2017-12-31,1.54亿,619万,2683万,1.21亿,6.15亿
八方股份,2016-12-31,2851万,-92.1万,1765万,1178万,3.92亿
大亚圣象,2018-12-31,15.8亿,658万,9.58亿,6.19亿,72.6亿
大亚圣象,2017-12-31,16.0亿,5609万,9.48亿,5.94亿,70.5亿
大亚圣象,2016-12-31,14.6亿,4427万,8.19亿,6.01亿,65.3亿
苏利股份,2018-12-31,8609万,-1144万,3359万,6394万,16.5亿
苏利股份,2017-12-31,1.04亿,1452万,3594万,5356万,14.6亿
苏利股份,2016-12-31,1.43亿,-1926万,3382万,1.29亿,13.5亿
文峰股份,2018-12-31,7.98亿,1458万,4.85亿,2.98亿,63.7亿
文峰股份,2017-12-31,7.67亿,2642万,4.65亿,2.76亿,67.2亿
文峰股份,2016-12-31,7.72亿,4699万,4.71亿,2.53亿,67.7亿
华东重机,2018-12-31,1.83亿,347万,1.02亿,7772万,99.5亿
华东重机,2017-12-31,1.92亿,2085万,7024万,1.01亿,50.0亿
华东重机,2016-12-31,9043万,-561万,4535万,5069万,21.4亿
ST亚邦,2018-12-31,6.83亿,3370万,5209万,5.98亿,20.8亿
ST亚邦,2017-12-31,4.75亿,4030万,7298万,3.61亿,32.4亿
ST亚邦,2016-12-31,3.93亿,432万,5396万,3.34亿,22.9亿
裕兴股份,2018-12-31,1132万,-1720万,1111万,1741万,7.38亿
裕兴股份,2017-12-31,182万,-1451万,977万,655万,5.91亿
裕兴股份,2016-12-31,4841万,-1487万,860万,5469万,5.20亿
易德龙,2018-12-31,7614万,40.1万,1944万,5629万,9.51亿
易德龙,2017-12-31,6850万,382万,1588万,4881万,8.63亿
易德龙,2016-12-31,7454万,319万,1200万,5935万,6.88亿
威孚高科,2018-12-31,8.05亿,-1739万,2.38亿,5.85亿,87.2亿
威孚高科,2017-12-31,7.42亿,732万,1.95亿,5.39亿,90.2亿
威孚高科,2016-12-31,10.0亿,-911万,2.13亿,7.97亿,64.2亿
南大光电,2018-12-31,5488万,-802万,2705万,3585万,2.28亿
南大光电,2017-12-31,3475万,150万,761万,2564万,1.77亿
南大光电,2016-12-31,5833万,-527万,518万,5842万,1.01亿
江苏租赁,2018-12-31,--,--,--,--,24.4亿
江苏租赁,2017-12-31,--,--,--,--,19.4亿
江苏租赁,2016-12-31,--,--,--,--,18.1亿
武进不锈,2018-12-31,1.43亿,-187万,7075万,7384万,20.0亿
武进不锈,2017-12-31,1.02亿,473万,4221万,5528万,14.6亿
武进不锈,2016-12-31,1.30亿,848万,3950万,8161万,13.3亿
金 螳 螂,2018-12-31,16.3亿,5181万,6.76亿,8.97亿,251亿
金 螳 螂,2017-12-31,12.9亿,1.28亿,5.08亿,6.51亿,210亿
金 螳 螂,2016-12-31,8.51亿,6495万,3.10亿,4.75亿,196亿
先导智能,2018-12-31,3.70亿,1511万,1.23亿,2.32亿,38.9亿
先导智能,2017-12-31,2.06亿,-581万,8410万,1.28亿,21.8亿
先导智能,2016-12-31,1.69亿,-356万,3064万,1.42亿,10.8亿
斯迪克,2018-12-31,1.65亿,4107万,5119万,7259万,13.5亿
斯迪克,2017-12-31,1.55亿,4514万,4659万,6357万,12.9亿
斯迪克,2016-12-31,1.23亿,3375万,3631万,5264万,9.79亿
中旗股份,2018-12-31,1.16亿,466万,2724万,8376万,16.5亿
中旗股份,2017-12-31,1.09亿,2011万,1867万,7039万,13.0亿
中旗股份,2016-12-31,8892万,-197万,1341万,7749万,8.98亿
常熟汽饰,2018-12-31,2.42亿,3299万,2651万,1.82亿,14.6亿
常熟汽饰,2017-12-31,1.79亿,942万,2727万,1.43亿,13.4亿
常熟汽饰,2016-12-31,2.09亿,1579万,2898万,1.64亿,14.4亿
星宇股份,2018-12-31,2.77亿,168万,1.45亿,1.31亿,50.7亿
星宇股份,2017-12-31,2.42亿,706万,1.26亿,1.09亿,42.6亿
星宇股份,2016-12-31,3.35亿,-209万,1.10亿,2.28亿,33.5亿
泉峰汽车,2018-12-31,1.09亿,3008万,3155万,4735万,12.0亿
泉峰汽车,2017-12-31,7037万,1074万,2265万,3697万,9.23亿
泉峰汽车,2016-12-31,4596万,760万,1226万,2610万,6.99亿
鹏鹞环保,2018-12-31,1.80亿,7967万,2211万,7808万,7.72亿
鹏鹞环保,2017-12-31,1.45亿,6144万,1963万,6363万,8.08亿
鹏鹞环保,2016-12-31,1.57亿,7979万,1852万,5892万,7.08亿
恒铭达,2018-12-31,6420万,-358万,3017万,3761万,5.01亿
恒铭达,2017-12-31,6935万,1055万,2314万,3565万,4.49亿
恒铭达,2016-12-31,4444万,-841万,1542万,3743万,3.18亿
苏州龙杰,2018-12-31,4535万,31.5万,1492万,3011万,17.4亿
苏州龙杰,2017-12-31,4147万,191万,1289万,2666万,15.2亿
苏州龙杰,2016-12-31,3846万,215万,1260万,2371万,12.1亿
春秋电子,2018-12-31,9536万,-392万,3197万,6732万,17.7亿
春秋电子,2017-12-31,1.01亿,3031万,2865万,4228万,17.4亿
春秋电子,2016-12-31,1.00亿,-589万,2590万,8040万,14.7亿
ST中南,2018-12-31,5.32亿,2.13亿,1.68亿,1.51亿,9.70亿
ST中南,2017-12-31,3.58亿,1.28亿,1.01亿,1.29亿,15.3亿
ST中南,2016-12-31,2.70亿,8251万,7094万,1.16亿,13.4亿
斯莱克,2018-12-31,1.23亿,183万,2933万,9147万,7.39亿
斯莱克,2017-12-31,8997万,707万,1818万,6473万,5.49亿
斯莱克,2016-12-31,6873万,-407万,1485万,5795万,3.88亿
黑牡丹,2018-12-31,3.09亿,-9139万,1.46亿,2.54亿,67.6亿
黑牡丹,2017-12-31,2.26亿,-1.13亿,1.16亿,2.24亿,62.9亿
黑牡丹,2016-12-31,2.35亿,-7021万,1.02亿,2.04亿,60.8亿
强力新材,2018-12-31,9117万,18.2万,3029万,6070万,7.39亿
强力新材,2017-12-31,7287万,509万,2284万,4495万,6.40亿
强力新材,2016-12-31,6549万,-294万,1460万,5383万,4.40亿
威唐工业,2018-12-31,9241万,-368万,5392万,4217万,5.09亿
威唐工业,2017-12-31,8318万,-26.4万,4254万,4090万,4.37亿
威唐工业,2016-12-31,6240万,-415万,2743万,3911万,3.17亿
中新集团,2018-12-31,3.26亿,2521万,6650万,2.35亿,34.6亿
中新集团,2017-12-31,3.67亿,5987万,8015万,2.27亿,40.5亿
中新集团,2016-12-31,5.04亿,1.92亿,9519万,2.17亿,65.1亿
ST百特,2018-12-31,1.51亿,4936万,2845万,7346万,2.29亿
ST百特,2017-12-31,1.30亿,3884万,2693万,6405万,13.8亿
ST百特,2016-12-31,1.25亿,571万,2890万,9023万,12.9亿
朗博科技,2018-12-31,3481万,-84.6万,647万,2918万,1.74亿
朗博科技,2017-12-31,3162万,26.6万,637万,2499万,1.87亿
朗博科技,2016-12-31,3777万,-33.5万,611万,3200万,1.56亿
蠡湖股份,2018-12-31,1.25亿,2114万,4681万,5676万,11.2亿
蠡湖股份,2017-12-31,9435万,2246万,2873万,4317万,9.04亿
蠡湖股份,2016-12-31,8383万,1462万,2799万,4122万,7.98亿
智能自控,2018-12-31,6856万,481万,2891万,3484万,3.76亿
智能自控,2017-12-31,5274万,385万,2070万,2819万,3.07亿
智能自控,2016-12-31,5602万,355万,1780万,3466万,2.74亿
苏奥传感,2018-12-31,6822万,-151万,1596万,5377万,6.67亿
苏奥传感,2017-12-31,4524万,-420万,1481万,3462万,6.02亿
苏奥传感,2016-12-31,5785万,-204万,1213万,4776万,5.75亿
振江股份,2018-12-31,1.47亿,3360万,7654万,3687万,9.80亿
振江股份,2017-12-31,1.17亿,2386万,6704万,2598万,9.43亿
振江股份,2016-12-31,1.33亿,1026万,7715万,4575万,8.23亿
