Java中级开发工程师（yw）,北京海顿中科技术有限公司,0.8-1.5万/月,北京-海淀区|3-4年经验|本科|招1人|05-14发布,
系统分析师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.7-1.5万/月,北京|3-4年经验|本科|招3人|05-14发布,
主数据实施顾问,上海汉得信息技术股份有限公司,14-25万/年,北京|无工作经验|招5人|05-14发布,五险一金|餐饮补贴|弹性工作|定期体检|补充医疗保险|补充公积金|股票期权|年终奖金|专业培训|员工旅游
FICO实施顾问,石化盈科信息技术有限责任公司,1.2-1.5万/月,北京-朝阳区|3-4年经验|本科|招1人|05-14发布|财务管理,补充医疗保险|五险一金|绩效奖金|定期体检|补充公积金|专业培训
研发工程师,未来电视有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招6人|05-14发布|英语一般|计算机科学与技术 软件工程,五险一金|补充医疗保险|免费班车|交通补贴|餐饮补贴|通讯补贴|专业培训|定期体检|生日福利|入职纪念福利
EBS技术顾问,上海汉得信息技术股份有限公司,15-20万/年,北京|无工作经验|大专|招8人|05-14发布,五险一金|补充医疗保险|补充公积金|专业培训|定期体检|绩效奖金|年终奖金|员工旅游|股票期权|餐饮补贴
Oracle EBS财务/业务顾问,上海汉得信息技术股份有限公司,15-25万/年,北京|无工作经验|大专|招10人|05-14发布,五险一金|补充医疗保险|补充公积金|定期体检|绩效奖金|年终奖金|股票期权|员工旅游|餐饮补贴|专业培训
税务实施顾问,上海汉得信息技术股份有限公司,13-25万/年,北京|无工作经验|招8人|05-14发布,五险一金|餐饮补贴|定期体检|补充医疗保险|补充公积金|股票期权|年终奖金|专业培训|员工旅游
客服专员,上海汉得信息技术股份有限公司,4-5千/月,北京|无工作经验|招13人|05-14发布,五险一金|餐饮补贴|弹性工作|定期体检|补充医疗保险|补充公积金|股票期权|年终奖金|带薪年假|节日福利
EBS技术顾问,上海汉得信息技术股份有限公司,15-20万/年,北京|无工作经验|招5人|05-14发布,五险一金|餐饮补贴|弹性工作|定期体检|补充医疗保险|补充公积金|股票期权|年终奖金|专业培训
Linux系统工程师(J10521),亚联集团,1-1.5万/月,北京|5-7年经验|大专|招1人|05-14发布,五险一金|餐饮补贴|定期体检|绩效奖金|年终奖金|专业培训
高级中央空调维修人员,北京君腾达制冷技术有限公司,6-8千/月,北京-朝阳区|1年经验|招5人|05-14发布,五险一金|员工旅游|出国机会|定期体检
维护工程师（轮班/夜班）,北京赛威迅通科技有限公司,4-8千/月,北京|1年经验|大专|招若干人|05-13发布,交通补贴|餐饮补贴|通讯补贴
通信维护工程师,北京赛威迅通科技有限公司,4-6千/月,北京|无工作经验|招1人|05-13发布,
网络工程师,航天中软（北京）信息技术有限公司,0.6-1万/月,北京|3-4年经验|大专|招2人|05-13发布,缴纳五险|交通补贴|转正提供住宿
销售总监(J10618),亚联集团,1.5-2万/月,北京-大兴区|10年以上经验|大专|招1人|05-14发布,五险一金|餐饮补贴|定期体检|绩效奖金|年终奖金|专业培训
售后维修主管(职位编号：CC146490376J90250248000),北京君腾达制冷技术有限公司,0.8-1万/月,北京|3-4年经验|大专|招1人|05-14发布,五险一金|绩效奖金|弹性工作|员工旅游
网络维护工程师,北京赛威迅通科技有限公司,4-8千/月,北京|1年经验|大专|招2人|05-13发布,
网络工程师,51Talk无忧英语深圳技术产品中心,2-3万/月,北京-海淀区|无工作经验|招若干人|05-13发布,
信息安全工程师,51Talk无忧英语深圳技术产品中心,2-3.5万/月,北京-海淀区|无工作经验|招若干人|05-13发布,
售后技术支持工程师,北京中天云图科技有限公司,1-1.5万/月,北京|无工作经验|招若干人|05-13发布,
驻场linux工程师,北京中天云图科技有限公司,0.7-1.2万/月,北京-海淀区|2年经验|招若干人|05-13发布,五险一金|专业培训|通讯补贴|餐饮补贴|弹性工作|领导好|发展空间大
数据库驻场工程师1名,北京中天云图科技有限公司,1.5-2万/月,北京-海淀区|2年经验|招若干人|05-13发布|计算机工程 计算机网络,周末双休|带薪年假|五险一金|节日福利|餐饮补贴|做五休二|通讯补贴|加班补贴|交通补贴|专业培训
驻场工程师,北京中天云图科技有限公司,1-1.5万/月,北京-海淀区|无工作经验|招5人|05-13发布,五险一金|餐饮补贴|500强|发展空间大|通讯补贴|专业培训
售后技术支持工程师,北京中天云图科技有限公司,0.8-1.5万/月,北京-海淀区|无工作经验|招若干人|05-13发布,五险一金|员工旅游|年终奖金|专业培训|通讯补贴|餐饮补贴|弹性工作|领导好|发展空间大
网络驻场工程师,北京中天云图科技有限公司,1.2-1.8万/月,北京-海淀区|3-4年经验|招若干人|05-13发布,五险一金|餐饮补贴|通讯补贴|专业培训
维护工程师（北京项目驻场）,北京中天云图科技有限公司,1-1.5万/月,北京-海淀区|3-4年经验|招2人|05-13发布,五险一金|餐饮补贴|通讯补贴|专业培训|500强
VMware实施工程师,北京中天云图科技有限公司,1-1.5万/月,北京|无工作经验|招3人|05-13发布,五险一金|餐饮补贴|通讯补贴|专业培训|500强
虚拟化工程师IT类,北京中天云图科技有限公司,0.8-1.2万/月,北京-海淀区|2年经验|招若干人|05-13发布,五险一金|员工旅游|年终奖金|专业培训|通讯补贴|餐饮补贴|弹性工作|领导好|发展空间大
售后技术服务经理,优刻得科技股份有限公司,1.5-2万/月,北京|无工作经验|招1人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
项目交付经理,优刻得科技股份有限公司,1-2万/月,北京|无工作经验|招1人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
SRE/Devops工程师,优刻得科技股份有限公司,1.5-3万/月,北京|无工作经验|招1人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
新技术应用研发架构师,优刻得科技股份有限公司,1.5-2万/月,北京|无工作经验|招若干人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
云管产品研发工程师,优刻得科技股份有限公司,2-4万/月,上海|无工作经验|招若干人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
技术服务经理,优刻得科技股份有限公司,1.5-2万/月,北京|无工作经验|招若干人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
Devops工程师,优刻得科技股份有限公司,2-2.5万/月,上海|无工作经验|招若干人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
售前解决方案架构师,优刻得科技股份有限公司,2-2.5万/月,北京|无工作经验|招2人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
CMP后台开发工程师,优刻得科技股份有限公司,2-4万/月,北京|无工作经验|招若干人|05-13发布,五险一金|补充医疗保险|员工旅游|专业培训|绩效奖金|年终奖金|弹性工作|定期体检
office365工程师,卓豪（北京）技术有限公司,0.6-1.2万/月,北京-海淀区|3-4年经验|大专|招1人|05-15发布|英语良好,五险一金|补充医疗保险|员工旅游|交通补贴|餐饮补贴|通讯补贴|年终奖金|绩效奖金
客户执行-CS,北京新意互动数字技术有限公司,4.5-6千/月,北京|无工作经验|招若干人|05-05发布,五险一金|补充医疗保险|通讯补贴|弹性工作|定期体检|交通补贴|员工旅游|绩效奖金|年终奖金|出国机会
策略实习生-NDC,北京新意互动数字技术有限公司,2-3千/月,北京|无工作经验|招若干人|05-05发布,五险一金|补充医疗保险|通讯补贴|弹性工作|定期体检|交通补贴|员工旅游|绩效奖金|年终奖金|出国机会
系统架构师—搜索方向（新华互联）,新华书店总店,2-3.5万/月,北京-西城区|5-7年经验|本科|招若干人|05-05发布,五险二金|带薪年休假|免费早中餐|其他福利|年终奖金|定期体检
云计算高级工程师,石化盈科信息技术有限责任公司,1.3-2.2万/月,北京-朝阳区|2年经验|本科|招2人|05-06发布|计算机科学与技术,补充医疗保险|五险一金|绩效奖金|定期体检|补充公积金|专业培训
实施数据库工程师,北京燕昆石油科技发展有限责任公司,6-8千/月,北京|无工作经验|本科|招1人|05-11发布|英语良好,五险一金|年终奖金|绩效奖金|补充公积金|餐饮补贴|通讯补贴|专业培训|交通补贴
高级系统工程师,云网安信（北京）科技有限公司,1.3-2万/月,北京-朝阳区|5-7年经验|大专|招1人|05-12发布,五险一金|员工旅游|定期体检|带薪年假|年终奖金|商业保险|节日福利|做五休二|绩效奖金
Java开发工程师,北京科迈网通讯技术有限公司,1-1.5万/月,北京-西城区|3-4年经验|大专|招1人|05-12发布,五险一金|定期体检|餐饮补贴
测试工程师 （算法方向）-ZNYF(职位编号：NavInfo002089),北京四维图新科技股份有限公司,1-2万/月,北京-海淀区|3-4年经验|本科|招3人|05-12发布,自动驾驶领域|A股上市公司|地图领域龙头|各类福利丰富|本人子女商险|Nice团队|职业晋升通道|免费班车
产品经理,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.7-1.5万/月,北京|3-4年经验|本科|招1人|05-14发布,
宣传与企业文化专员,中国电子科技集团公司第十五研究所（华北计算技术研究所）,6-8千/月,北京|无工作经验|本科|招1人|05-14发布,
网络工程师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,1-1.5万/月,北京|3-4年经验|本科|招若干人|05-14发布,五险一金|餐饮补贴|绩效奖金|定期体检
LTE技术支持工程师,中国电子科技集团公司第十五研究所（华北计算技术研究所）,0.8-1.5万/月,北京|1年经验|大专|招2人|05-14发布,五险一金|员工旅游|绩效奖金|年终奖金|交通补贴|餐饮补贴|定期体检|高温补贴|通讯补贴|带薪年假
27730-分布式数据架构(职位编号：49250),深圳市腾讯计算机系统有限公司,,北京|3-4年经验|硕士|招1人|05-15发布,
IT数据中心总经理,中国化工信息中心有限公司,40-80万/年,北京|10年以上经验|硕士|招1人|05-15发布,五险一金|定期体检|餐饮补贴|专业培训|绩效奖金
自动化测试工程师0404(职位编号：00112),北京乐智才云信息科技有限公司,0.8-1万/月,北京-东城区|3-4年经验|本科|招1人|05-14发布,
科技管理员,中国化工信息中心有限公司,10-15万/年,北京|无工作经验|本科|招1人|05-15发布,五险一金|定期体检|餐饮补贴|专业培训|绩效奖金
SAP FI 顾问,中国化工信息中心有限公司,15-20万/年,北京|2年经验|本科|招1人|05-15发布,五险一金|定期体检|餐饮补贴|专业培训|绩效奖金
30623-腾讯广告联盟后台功能策略开发高级工程师（北京）(职位编号：49665),深圳市腾讯计算机系统有限公司,,北京|3-4年经验|本科|招1人|05-15发布,
应用系统工程师(2018SXG06)(职位编号：001462),中国信息通信研究院,1-1.2万/月,北京-海淀区|无工作经验|本科|招2人|05-15发布,五险一金|补充医疗保险|专业培训|通讯补贴|定期体检|绩效奖金|年终奖金
ERP功能拓展顾问,中国化工信息中心有限公司,15-30万/年,北京|5-7年经验|大专|招1人|05-15发布,五险一金|定期体检|餐饮补贴|专业培训|绩效奖金
Domino高级开发工程师,中国化工信息中心有限公司,1.5-1.7万/月,北京|3-4年经验|大专|招1人|05-15发布,五险一金|绩效奖金
Domino开发工程师,中国化工信息中心有限公司,1.2-1.5万/月,北京|无工作经验|本科|招2人|05-15发布,五险一金|绩效奖金
信息安全工程师,中国化工信息中心有限公司,15-20万/年,北京|2年经验|本科|招1人|05-15发布,五险一金|绩效奖金|节日福利|餐饮补贴|带薪年假|周末双休|培训经费|补充医疗保险|企业年金|子女保险
信息安全技术研究员（2019SAQ11）(职位编号：001540),中国信息通信研究院,1.2-1.4万/月,北京-海淀区|1年经验|硕士|招2人|05-15发布,五险一金|补充医疗保险|专业培训|通讯补贴|定期体检|绩效奖金|年终奖金
工业互联网安全行业方案专员（2019SAQ20）(职位编号：001544),中国信息通信研究院,1.2-1.4万/月,北京-海淀区|2年经验|本科|招4人|05-15发布,五险一金|补充医疗保险|专业培训|通讯补贴|定期体检|绩效奖金|年终奖金
工业互联网安全评测评估专员（2019SAQ22）(职位编号：001546),中国信息通信研究院,1.2-1.4万/月,北京-海淀区|2年经验|本科|招4人|05-15发布,五险一金|补充医疗保险|专业培训|通讯补贴|定期体检|绩效奖金|年终奖金
系统维护工程师（2019SAQ28）(职位编号：001559),中国信息通信研究院,0.8-1万/月,北京-海淀区|1年经验|本科|招2人|05-15发布,五险一金|补充医疗保险|专业培训|通讯补贴|定期体检|绩效奖金|年终奖金
大数据研发工程师,北京奥金智策传媒科技有限公司,1-1.5万/月,北京-朝阳区|2年经验|本科|招1人|05-15发布|统计学,
